FarmID,State,Crop,Season,SoilType,FarmingMethod,IrrigationType,FertilizerUsed,PesticideUsed,ImprovedSeed,FarmSize(Hectares),Rainfall(mm),Temperature(°C),Humidity(%),SoilPH,Fertilizer(kg/ha),Pesticide(L/ha),FarmExperience(Years),NumWorkers,DistanceToMarket(km),CreditAccess,ExtensionServices,PreviousYield(tons/ha),PlantingDensity(plants/ha),ActualYield(tons/ha),YieldCategory
FRM002890,Jigawa,Groundnut,Rainy,Clay,Rain-fed,flood,Yes,Yes,No,4.34,1090.6,25.2,71.2,6.19,142.9,1.15,7,3,1.0,0,1,1.91,71235.0,3.81,Medium
FRM002891,Kaduna,Cassava,Rainy,Sandy,Rain-fed,Drip,Yes,Yes,no,5.43,730.3,31.4,88.0,7.16,118.9,2.15,0,4,33.3,1,1,2.04,70143.0,,LOW
FRM002892,Kaduna,Rice,Dry Season,Loamy,Mixed,Flood,Yes,Yes,No,2.99,814.7,26.7,47.6,5.95,38.4,2.0,8,1,1.0,0,0,5.23,86578.0,2.71,medium
FRM002893,Kano,Millet,dry season,loamy,Mixed,Flood,Yes,1,No,2.34,899.6,29.4,61.9,6.05,63.1,0.98,20,2,27.8,0,0,2.27,73925.0,2.64,Moderate
FRM002894,Bauchi,Rice,Harmattan,Silty,Irrigation,Flood,No,No,Yes,1.75,823.4,29.0,48.3,5.38,73.2,3.64,11,4,22.7,0,0,2.7,63739.0,4.6,MODERATE
FRM002895,Sokoto,Cowpea,Harmattan,Clay,rain-fed,Drip,0,Yes,Yes,3.63,938.5,24.0,69.3,6.59,136.6,2.28,17,1,1.0,1,0,2.69,45608.0,2.68,AVERAGE
FRM002896,Taraba,Cowpea,Wet Season,Clay,irrigation,Drip,Yes,Yes,Y,0.48,1100.9 mm,28.5,,6.03,131.5 kg/ha,1.93,17,1,1.0,1,0,3.11,73192.0,5.97,H
FRM002897,Plateau,Sorghum,Rainy,Sandy,Rain-fed,Flood,Yes,Yes,yes,1.34,776.7,26.9,89.2,5.25,91.9,6.61,17,3,20.0,1,0,5.67,51919.0,3.28,M
FRM002898,Jigawa,Cowpea,Dry Season,Sandy,Rain-fed,flood,No,No,No,2.76,1060.0,28.9,74.7,5.8,38.0,4.31,12,4,1.0,1,1,1.61,53665.0,2.06,Below Average
FRM002899,Adamawa,Maize,DRY,loamy,Rain-fed,Drip,yes,Y,Yes,1.19,496.5 mm,26.5,74.5,6.18,98.7,2.79,16,5,33.2,1,0,1.85,45608.0,2.65,M
FRM002900,Kebbi,Maize,Dry Season,Clay,Rain-fed,Drip,Yes,No,Yes,1.2,802.0,29.3,68.7,6.29,55.1,2.55,4,1,20.9,1,0,1.48,30309.0,4.45,Medium
FRM002901,Yobe,Wheat,Wet Season,Silt,Rain-fed,Sprinkler,Yes,Y,Yes,0.11,654.7,25.0,76.4,7.04,34.4,2.68,15,3,21.4,0,1,1.5,71866.0,3.36,MODERATE
FRM002902,Gombe,Yam,Wet Season,Loamy,Rain-fed,Drip,No,Yes,Yes,2.08,519.9,26.0,92.8,4.64,105.7,6.73,24,1,25.6,1,1,1.38 t/ha,68317.0,3.46,MODERATE
FRM002903,Taraba,Cassava,Dry Season,Sandy,Rain-fed,Flood,no,No,Yes,2.03,847.8,32.0°C,76.0,5.31,122.5,3.02,0,5,11.2,1,1,3.73,42504.0,2.95,MODERATE
FRM002904,Kebbi,Yam,DRY,Clay,Rain-fed,None,yes,No,Yes,6.27,1180.7,32.9,54.5,5.06,110.9,0.45,11,3,25.1,1,1,3.03,59213.0,2.95,Average
FRM002905,Bauchi,Yam,Wet Season,Sandy,Mixed,None,Yes,yes,Yes,0.28,734.7,28.6,57.9,5.72,127.3,3.89,1,3,5.1,1,0,2.42,75284.0,3.2,MEDIUM
FRM002906,Yobe,Maize,Rainy,Clay,Irrigation,Sprinkler,No,Yes,Yes,1.94,785.0,20.7,69.1,5.33,1138.0,6.71,23,1,13.4,0,0,1.29,55744.0,1.75,Low
FRM002907,Kebbi,Cassava,dry,Loamy,Irrigation,Drip,Yes,Yes,No,1.3,1101.6,29.2,54.2,6.69,93.5,2.5,10,3,23.9,1,0,2.34,58817.0,4.96,H
FRM002908,Yobe,Wheat,Rainy,Clay,Rain-fed,None,Yes,Yes,No,0.17,894.4,25.8,72.0,6.8,102.5,0.37,17,3,28.1,1,1,5.04,63389.0,5.77,high
FRM002909,Benue,Millet,wet season,clay,Mixed,Flood,Yes,No,Yes,1.86,633.6,26.3,77.2,6.9,90.5,4.89,20,5,26.8,0,1,2.12,54538.0,4.46,Average
FRM002910,Kano,Sorghum,dry season,Sandy,Rain-fed,Flood,No,Yes,No,2.05,660.1,26.4,80.2,5.5,49.1,2.57,12,5,5.5,0,0,0.2,36275.0,0.42,very low
FRM002911,Taraba,Maize,Wet Season,Sandy,Mixed,drip,Yes,0,Yes,4.08,736.8,32.4,92.3,5.84,141.8,4.52,0,1,44.3,0,1,2.17,69496.0,1.13,LOW
FRM002912,Bauchi,Rice,Wet Season,Silt,mixed,Sprinkler,Yes,No,No,4.03,401.0,26.3,38.3,8.07,75.3,4.56,8,4,1.0,0,0,3.59,57218.0,1.67,Poor
FRM002913,Taraba,Sorghum,Harmattan,Silt,Mixed,Flood,1,No,no,0.2,1199.8,25.7,63.1,6.38,38.6,2.79,21,3,20.5,1,1,3.63,36766.0,3.78,M
FRM002914,Benue,Millet,Wet Season,Loamy,Irrigated,Flood,0,Yes,Yes,3.07,933.6mm,22.4,80.8,4.48,70.7kg,3.12,10,4,1.0,1,1,3.61,48596.0,6.25,EXCELLENT
FRM002915,Sokoto,Cowpea,wet,Loamy,Irrigation,Flood,No,Yes,No,0.89,645.5,32.8,46.6,6.41,124.0,2.98,14,2,11.6km,1,0,4.6,34068.0,2.66,Medium
FRM002916,Sokoto,Yam,Wet Season,Sandy,Rain-fed,Sprinkler,Yes,No,Yes,0.45,983.2,28.1,46.4,6.6,172.6,4.63,0,2,1.0,1,1,3.33,32480.0,2.93,Average
FRM002917,Sokoto,Groundnut,Wet Season,Loamy,Rain-fed,None,No,Yes,Yes,7.34,903.6,27.3,62.8 percent,5.16,116.4,0.76,5,1,46.2,0,1,3.46,56669.0,3.24,medium
FRM002918,Niger,Wheat,Wet Season,Clay,Mixed,None,Yes,Yes,No,2.6,942.6,28.9,77.7,5.98 pH,79.8,1.81,13,4,28.5,0,0,4.51,64955.0,2.91,medium
FRM002919,Kebbi,Yam,Rainy,Sandy,IRRIGATION,None,No,Yes,Yes,0.95,1070.5,35.2,66.3,5.73,68.5kg,4.13,18,1,14.0,1,0,5.79,52553.0,2.28,Medium
FRM002920,Niger,Cowpea,wet season,Loamy,Irrigation,Flood,Yes,No,Yes,4.58,951.5,28.5,46.0,5.98,,4.84,16,1,5.2,0,0,1.13,50927.0,50.099999999999994,EXCELLENT
FRM002921,Kano,Millet,Wet Season,Loamy,Irrigation,sprinkler,No,Yes,Yes,0.34,999.6,33.5,64.3,6.02,81.4,5.05,16,4,2.8,1,0,4.16,53054.0,4.42,EXCELLENT
FRM002922,Gombe,Rice,WET,L,Mixed,Flood,Yes,Yes,No,0.75,308.8,28.7,72.0%,7.17,36.6,0.0,7,4,38.3,1,0,0.83,78601.0,1.47,Poor
FRM002923,Benue,Wheat,wet,LOAMY,Rain-fed,Drip,FALSE,No,yes,5.43,978.7,24.0,68.0,5.96,84.6,4.17,22,1,12.8,0,1,0.76,65785.0,2.76,M
FRM002924,Bauchi,Wheat,dry season,Clay,Irrigation,drip,No,No,No,3.12,200.0 mm,20.8,54.4,5.32,66.7,2.34,8,3,7.8,0,0,1.95,67789.0,1.11,VERY LOW
FRM002925,Taraba,Millet,Wet Season,Sandy,Rainfed,Drip,1,Yes,Yes,1.0,1033.5,31.0,51.8,6.43,,6.19,12,5,20.0,1,0,4.23,21067.0,3.54,M
FRM002926,Yobe,Sorghum,Wet Season,Loamy,Irrigation,none,No,Yes,Yes,3.82,914.3,29.6,72.2,5.01,106.3,0.0,21,5,26.6,0,1,2.2,77430.0,3.01,Medium
FRM002927,Adamawa,Soybean,Rainy,Clay,Rain-fed,None,No,yes,no,0.29,919.2,24.9,77.1,6.03,0.0,4.93,6,5,33.2 km,1,1,3.85,64766.0,1.82,LOW
FRM002928,Bauchi,Yam,dry season,Silt,Rain-fed,None,No,Yes,Yes,2.15,958.1,32.0,57.6,5.26,109.3,4.51,5,5,32.9,0,0,1.25,53890.0,1.77,L
FRM002929,Kebbi,Sorghum,wet,loamy,Mixed,Flood,Yes,Yes,Y,0.99,706.9,27.7,69.8,5.78,67.8,6.15,16,1,1.9,1,0,4.36,63920.0,5.88,EXCELLENT
FRM002930,Niger,Maize,wet season,Clay,Rain-fed,flood,0,No,Yes,0.55,1143.2,24.0,67.3,6.03,0.0,1.13,13,4,10.0,0,0,3.57,38259.0,2.09,LOW
FRM002931,Niger,Millet,Wet Season,Clay,Rain-fed,Sprinkler,No,No,Yes,4.46,911.0,28.4,85.2,5.68,157.9,1.18,15,5,18.0,0,0,4.03 tons,47352.0,2.9,Medium
FRM002932,Zamfara,Maize,Dry Season,Sandy,Irrigation,Flood,Yes,No,Yes,5.07 acres,1106.0,32.8,58.2,7.7,29.1,7.97,7,4,4.1,1,1,0.39,70179.0,3.82,medium
FRM002933,Niger,Rice,WET,Silt,Irrigation,Sprinkler,0,No,No,1.67,903.9,29.3,71.6,6.79,73.9,4.17,11,3,18.9,1,0,2.32,59519.0,3.68,MODERATE
FRM002934,Gombe,Sorghum,Dry Season,S,Irrigation,Flood,No,Yes,Yes,2.41,798.7,21.1,40.3,6.18,57.2,1.74,16,4,1.0,1,1,3.1,34924.0,2.0,MODERATE
FRM002935,Plateau,Groundnut,dry,Sandy,irrigation,Sprinkler,Yes,Yes,No,3.64,-498.5,29.7,41.5,6.04,115.1,4.77,3,3,16.7,1,0,2.63,56916.0,4.25,Moderate
FRM002936,Taraba,Soybean,Dry Season,Loamy,Irrigation,Flood,yes,Yes,No,5.91,558.3,34.2,55.3,6.0,59.4,5.85,21,5,29.7,1,1,2.94,49961.0,5.41,Excellent
FRM002937,Plateau,Millet,wet season,Loamy,irrigation,Drip,Yes,Yes,No,0.39,991.7,29.2C,62.0,6.68,104.1,3.07,15,2,17.7,0,0,1.6,84535.0,5.5,EXCELLENT
FRM002938,Yobe,Millet,Wet Season,Loamy,Irrigation,Flood,0,No,Yes,2.77,1002.1,356.0,75.7,6.52,105.0,5.53,11,5,15.2,1,1,0.2 tons,70246.0,2.72,AVERAGE
FRM002939,Taraba,Soybean,Wet Season,Loamy,rain-fed,Flood,Yes,No,No,5.07,996.9,28.0,63.7,7.62,45.2,5.97,18,3,18.4,1,1,4.2,58388.0,3.26,medium
FRM002940,Benue,Wheat,dry season,Loamy,Mixed,None,Yes,No,No,2.57,1096.7,32.7,62.1,5.36,86.2,1.63,22,4,14.5,1,1,3.07,80775.0,3.77,Medium
FRM002941,Taraba,Cowpea,dry season,Clay,Rain-fed,None,no,No,1,0.86,973.5,31.0,59.1,5.48,94.4,1.24,4,5,27.8,1,0,2.83,72607.0,2.31,low
FRM002942,Plateau,Rice,Wet Season,Loamy,Rain-fed,None,No,0,No,0.46,849.1,30.2,84.9,6.1,69.1,3.2,4,5,5.6,0,1,1.41,39484.0,2.0,L
FRM002943,Bauchi,Sorghum,Dry Season,LOAMY,Rain-fed,None,yes,0,no,1.03,1108.7,35.1,66.7,7.08,99.5,5.16,19,6,10.4,0,1,2.73,59802.0,0.8 tons,Low
FRM002944,Taraba,Millet,dry season,Clay,Irrigation,None,Yes,Yes,Yes,1.05,883.8,26.3,48.8,7.07,83.6,2.54,4,2,14.8,1,1,0.98,81126.0,2.0,Moderate
FRM002945,Benue,Millet,Rainy,loamy,IRRIGATION,None,yes,Yes,Yes,4.47,719.5,26.2,52.8,5.95,93.3,3.98,8,2,19.4,0,1,2.42,55184.0,6.87,high
FRM002946,Benue,Soybean,Dry Season,Clay,Irrigation,sprinkler,Yes,No,No,9.09 acres,936.8,18.0,58.1,6.92,126.7,5.47,14,4,1.0,1,1,2.97,88724.0,3.24,MEDIUM
FRM002947,Kano,Groundnut,dry season,loamy,Irrigation,Flood,No,N,Yes,10.88,1060.8mm,22.6,98.6,6.06,0.0,4.85,10,5,21.1,1,0,2.16,93833.0,2.62,MODERATE
FRM002948,Taraba,Soybean,Dry Season,Clay,Rain-fed,None,Yes,Yes,No,0.67,881.7,30.9,45.1,6.99,81.4,0.6,17,2,13.6,0,0,2.62,68066.0,3.2,medium
FRM002949,Adamawa,Soybean,WET,Loamy,MIXED,Sprinkler,Yes,Yes,1,3.19,1133.5,26.7,96.9,7.14,100.7,2.86,9,3,15.0,1,0,2.42,58168.0,6.21,high
FRM002950,Zamfara,Yam,WET,Clay,Rain-fed,None,Yes,No,Yes,1.65,570.8,25.9,67.1,6.37,51.8,5.23,7,5,23.8,1,1,2.89 tons,34614.0,3.41,Medium
FRM002951,Sokoto,Sorghum,Wet Season,Loamy,Rain-fed,N/A,no,Yes,no,5.5,1247.8,26.3,75.5,5.73,102.2,3.09,0,3,16.6,1,0,1.69,59845.0,2.72,AVERAGE
FRM002952,Kaduna,Wheat,WET,Clay,MIXED,Flood,No,Yes,No,6.09,751.9,34.5,49.8,5.66,116.6,2.28,9,3,16.4,1,1,3.07,68502.0,1.72,Poor
FRM002953,Benue,Soybean,Dry Season,Sandy,Mixed,Drip,Yes,No,No,2.43,689.6,19.6°C,75.6,6.29,108.7,1.11,10,5,12.3,1,0,2.48,57806.0,2.5,low
FRM002954,Katsina,Groundnut,Wet Season,Sandy,Irrigated,Flood,Yes,Yes,Yes,0.21,814.0,25.4,62.2,6.72,121.3,6.74,1,3,29.5,0,1,3.09 tons,64156.0,6.08,EXCELLENT
FRM002955,Sokoto,Wheat,wet season,clay,Irrigation,Flood,Yes,No,Yes,0.17,8060.0,23.1,47.3,6.51,68.5,0.0,2,4,25.8,1,1,4.25,48316.0,4.38,H
FRM002956,Gombe,Cassava,wet season,LOAMY,Mixed,None,1,No,No,3.81,779.3,25.7,70.1,6.54,70.8,3.98,14,1,18.9,1,1,4.13,55746.0,3.76,MEDIUM
FRM002957,Kebbi,Sorghum,Rainy,Sandy,rain-fed,Sprinkler,Yes,yes,No,2.25 acres,792.3,28.3,78.6,6.56,0.0kg,2.38,0,1,7.4miles,1,1,2.51,63452.0,2.29,LOW
FRM002958,Taraba,Millet,Wet Season,loamy,Rain-fed,flood,no,No,No,3.15,540.5,23.3,66.6,5.86,68.7,6.0,17,3,20.3,1,0,1.55,53676.0,1.47,POOR
FRM002959,Plateau,Cassava,Rainy,Loamy,Rain-fed,Flood,yes,1,No,2.82,769.1,25.0,66.5,5.52,51.9,1.75,2,4,11.2,1,0,3.83,73317.0,3.1,medium
FRM002960,Kaduna,Wheat,Wet Season,Loamy,Rain-fed,None,Yes,No,Yes,0.68,989.1,27.4,71.5,5.53,110.4,1.29,3,6,19.7,0,1,3.47,59912.0,3.55,Medium
FRM002961,Katsina,Wheat,Wet Season,Clay,Rain-fed,Drip,Yes,No,Yes,0.99,963.8,24.1,76.8,pH 7.7,30.0,4.41,10,4,30.6,1,0,2.73,66552.0,1.98 t/ha,Low
FRM002962,Sokoto,Sorghum,wet season,Clay,Irrigation,Flood,No,Yes,Yes,0.24,836.6,23.6,77.4,5.78,63.4,2.02,17,4,22.6,1,0,3.07,66246.0,2.76,medium
FRM002963,Taraba,Cowpea,wet season,Sandy,Rain-fed,Sprinkler,No,Yes,no,7.75,1267.9,32.0,62.9,7.19,77.0,3.82,11,5,11.8,0,1,2.97 t/ha,49406.0,1.28,LOW
FRM002964,Kano,Yam,dry,loamy,Mixed,Flood,Yes,No,No,0.2,720.5,28.0,38.0,8.35,43.7,1.41,7,3,21.7,0,1,1.75,52860.0,0.8,Below Average
FRM002965,Kebbi,Millet,dry season,Loamy,Mixed,Drip,No,Yes,Yes,3.48,1054.1,24.9,60.0,6.47,74.7,2.59,10,4,15.6,1,1,3.96,66932.0,6.78,HIGH
FRM002966,Kaduna,Cassava,Dry Season,Clay,Mixed,Sprinkler,No,No,Yes,3.18,592.1,34.1,56.4,6.02,44.4,5.52,17,6,7.3,0,1,2.63,54607.0,1.8,POOR
FRM002967,Zamfara,Soybean,wet,Loamy,Rain-fed,Flood,Yes,No,Yes,3.69,889.6,31.5,75.2,6.89,74.3,0.66,6,4,1.0,0,0,3.25,42227.0,4.06,Medium
FRM002968,Yobe,Rice,Dry Season,Clay,Irrigation,Drip,Yes,Yes,No,2.82,369.5,31.1,60.7%,5.41,68.1,7.29,14,2,6.4,1,0,2.98,36871.0,3.11,M
FRM002969,Kano,Cowpea,Dry Season,Loamy,Irrigation,sprinkler,no,No,No,1.59,695.6,29.0,68.4,5.84,101.6,5.8,15,3,7.6,1,1,2.5,68084.0,3.32,medium
FRM002970,Katsina,Millet,wet season,Clay,Rain-fed,Flood,no,N,no,1.01,807.9,27.8,30.4,5.72,93.7,6.89,21,5,33.0,0,0,2.74,55021.0,1.91,Low
FRM002971,Gombe,Rice,wet,Loamy,Rainfed,None,No,no,No,2.81,914.1,35.5,47.9,6.17,62.5,4.81,16,3,11.5,0,0,3.26,72402.0,1.55,low
FRM002972,Kaduna,Yam,DRY,loamy,Irrigation,Flood,No,Yes,No,0.7,1003.6,30.3°C,49.1,4.98,44.8,4.06,5,3,15.7,0,1,2.87 tons,56565.0,3.22,M
FRM002973,Kano,Rice,WET,Loamy,Mixed,Drip,yes,No,no,7.85,808.5,23.7,55.4,7.54,105.4,2.97,0,7,3.5,0,1,2.64,42777.0,3.3,Moderate
FRM002974,Kebbi,Soybean,DRY,Clay,Rain-fed,Flood,Yes,Yes,Yes,2.21,1108.4 mm,23.2,42.5,7.47,51.0,3.9,12,3,1.0,0,1,3.77,56019.0,3.22,AVERAGE
FRM002975,Zamfara,Rice,WET,L,Irrigation,Flood,Yes,Yes,yes,1.61,604.1,25.6,46.3,5.01,95.0,5.37,12,6,10.9,1,0,1.96,30595.0,2.75,Moderate
FRM002976,Kano,Cowpea,Rainy,Sandy,Irrigation,Flood,yes,yes,No,3.08,1099.9,32.9,62.3,pH 7.0,88.1,4.04,14,2,37.4,1,0,1.9,32383.0,3.65,medium
FRM002977,Niger,Maize,Wet Season,Silt,Mixed,None,Yes,Yes,Yes,0.95,1511.5,28.1,64.9,4.78,50.4,2.7,14,3,14.1,0,0,4.07,61220.0,2.46,MEDIUM
FRM002978,Zamfara,Cowpea,Wet Season,loamy,Irrigation,None,No,Yes,No,4.04,893.8,28.0,59.3,6.03,102.9,2.33,13,1,30.7,0,1,2.32,61759.0,3.3,medium
FRM002979,Yobe,Soybean,Dry Season,Clay,Rain-fed,none,Yes,Yes,Yes,4.78,957.2,27.2,83.7,5.91,89.7,0.38,19,4,23.5,1,0,4.01,68042.0,7.67,Excellent
FRM002980,Katsina,Cassava,Harmattan,Loamy,Rain-fed,Flood,Yes,1,Yes,1.78,703.3,32.3,42.3,7.36,87.5,5.34,0,4,25.5,1,1,2.08,31239.0,2.0,MODERATE
FRM002981,Gombe,Maize,DRY,Clay,Mixed,Sprinkler,Yes,no,Yes,2.41,833.2,27.9,90.7,5.16,66.1,0.48,7,3,1.0,1,1,2.13,50926.0,2.73,MEDIUM
FRM002982,Kebbi,Yam,dry season,Sandy,Rain-fed,None,Yes,No,Yes,0.29,805.9,30.3,95.9,6.53,103.9,2.37,10,3,18.0,1,0,0.2,75571.0,3.2,AVERAGE
FRM002983,Adamawa,Cowpea,Wet Season,Clay,Rain-fed,Flood,Yes,Yes,No,4.66,1095.8,27.2,70.9,5.57,51.4,0.0,7,4,12.1,0,1,3.49,43621.0,4.19,AVERAGE
FRM002984,Taraba,Maize,Wet Season,Clay,Mixed,Drip,Yes,No,Yes,0.72,996.5,30.1,45.1 percent,6.0,32.4,4.72,17,4,5.3,0,0,1.75,73589.0,3.07,AVERAGE
FRM002985,Plateau,Wheat,Rainy,loamy,Irrigation,None,No,no,Yes,0.1,833.3,27.3,60.0,6.85,58.7,2.97,10,3,19.0,0,0,4.61,57495.0,3.75,MODERATE
FRM002986,Jigawa,Cowpea,Wet Season,Loamy,Mixed,None,Yes,1,Yes,0.17,1368.4,35.2,85.1,6.17,71.4,3.81,8,4,33.3,1,0,2.06,51272.0,3.6,Average
FRM002987,Bauchi,Maize,DRY,Clay,Rain-fed,Sprinkler,Yes,Yes,Y,6.68,1155.1,26.1,60.4,5.97,106.0,1.6,9,4,28.1,1,0,1.88,75791.0,3.68,M
FRM002988,Bauchi,Sorghum,Wet Season,Clay,Rain-fed,Flood,Yes,Yes,Yes,1.05,1193.3,26.2,58.6,6.09,59.3,6.25,8,4,37.6,0,0,0.94,60912.0,2.0,medium
FRM002989,Plateau,Cassava,dry season,Loamy,Rain-fed,drip,No,0,Yes,0.93,1233.8,26.0,65.7,7.6,38.9,5.38,4,4,3.8,1,1,0.7,53054.0,19.2,Low
FRM002990,Jigawa,Millet,dry season,Clay,Irrigation,None,0,yes,1,2.73,1184.0,26.9,67.5,6.71,56.7 kg/ha,0.0,14,4,19.2,1,0,0.28,43131.0,3.0,MODERATE
FRM002991,Plateau,Rice,Rainy,Clay,Irrigation,None,Yes,Yes,Yes,2.23,628.2,28.2,71.4,6.27,94.6,3.75,17,2,36.8,0,1,2.18,48456.0,4.16,AVERAGE
FRM002992,Kaduna,Maize,Dry Season,LOAMY,Rain-fed,None,1,No,Yes,2.91,1292.1,27.2,30.4,6.3,76.0,4.46,4,4,29.8,0,1,4.04,43860.0,3.97,AVERAGE
FRM002993,Katsina,Millet,dry season,Clay,Mixed,None,Y,Yes,N,1.39,823.0,30.0,82.3,5.49,30.8,4.0,15,3,13.8,0,0,3.58,62063.0,2.49,Poor
FRM002994,Kebbi,Cowpea,wet season,Clay,rain-fed,None,No,No,Yes,3.86,903.8,22.8,75.4,6.28,99.2,3.8,6,1,5.0,0,0,3.33,67260.0,2.33,Below Average
FRM002995,Zamfara,Millet,wet,Loamy,irrigation,None,No,Yes,Yes,5.27 ha,1003.6,30.0,57.2,6.08,65.3,1.41,20,6,11.3,0,0,2.63,47182.0,5.32,Excellent
FRM002996,Kaduna,Wheat,wet season,Loamy,Mixed,sprinkler,Yes,Yes,Yes,0.4,1195.4,28.5,43.6,6.67,84.4,5.12,12,3,21.2,0,1,3.0,80770.0,3.32,Medium
FRM002997,Katsina,Groundnut,Wet Season,Loamy,Irrigation,Flood,Yes,N,No,0.31,620.5,30.0,,5.62,40.1,4.75,19,1,18.2,0,0,3.72,100000.0,2.3,MODERATE
FRM002998,Taraba,Groundnut,WET,Loamy,Irrigation,None,FALSE,Yes,No,7.81,1223.9,25.1°C,46.7,6.41,66.3,6.15,11,4,23.5,1,0,1.54,53425.0,3.7,AVERAGE
FRM002999,Niger,Cassava,wet season,loamy,Irrigated,flood,No,Yes,no,0.27,707.6,29.3,49.2,6.71,31.7,3.74,9,5,21.7,1,1,2.67,65545.0,3.03,AVERAGE
FRM003000,Bauchi,Maize,Rainy,Loamy,rain-fed,Sprinkler,No,Yes,No,1.63,965.8,42.0,64.2,5.0,109.7,4.59,4,5,9.8,1,0,1.56,60764.0,2.68,Low
FRM003001,Kebbi,Wheat,Wet Season,clay,Irrigation,Flood,No,Yes,Yes,1.62,304.6,24.7,40.7,5.84,122.3,3.14,0,2,5.0,0,1,4.77,79849.0,3.69,M
FRM003002,Plateau,Rice,Dry Season,clay,Mixed,Drip,No,Yes,Yes,6.06,722.9,29.7,59.7,5.45,115.4,1.84,7,5,19.0,1,1,3.3,37250.0,1.44,LOW
FRM003003,Kano,Yam,wet,Sandy,Rain-fed,Flood,No,No,1,1.16,1267.2,27.6,73.9,6.22,57.8,3.8,12,4,21.0,1,1,4.03,34186.0,2.72,MODERATE
FRM003004,Adamawa,Soybean,wet,loamy,Irrigation,Drip,Yes,Yes,Yes,1.57,1270.1,22.9,66.2,6.74,99.2,7.56,16,2,16.1,1,1,4.69,81805.0,5.69,high
FRM003005,Kebbi,Cassava,Dry Season,loamy,irrigation,None,No,Yes,no,4.0,485.3,33.6,43.9,5.53,32.0,6.06,26,4,23.3km,1,1,3.94,58637.0,2.69,AVERAGE
FRM003006,Benue,Soybean,Wet Season,Silt,Irrigated,None,Yes,No,No,1.06,714.4 mm,29.0,71.1,6.21,82.9,0.0,22,3,20.5,1,1,3.57,47487.0,2.88,AVERAGE
FRM003007,Gombe,Groundnut,Dry Season,Sandy,IRRIGATION,None,No,No,Yes,0.16,710.4,21.2,91.4,8.01,33.4,3.25,0,2,33.6,1,1,4.18,61598.0,2.2,LOW
FRM003008,Jigawa,Sorghum,Wet Season,CLAY,Rain-fed,Flood,Yes,Yes,no,0.1,477.6,33.6,66.1,5.03,148.6,2.25,5,3,21.6,1,1,3.47,47420.0,2.06,L
FRM003009,Katsina,Yam,Dry Season,loamy,Mixed,None,No,No,No,3.28,10431.0,27.8,39.7,6.43,76.0,2.41,13,6,24.5,0,1,2.17,54142.0,1.0,Poor
FRM003010,Sokoto,Yam,Dry Season,Loamy,Rain-fed,Sprinkler,No,Yes,Yes,4.01,1096.8,22.9,60.0,6.07,45.6,1.22,1,2,14.1,0,1,1.37,60954.0,2.47,MODERATE
FRM003011,Taraba,Soybean,Rainy,Clay,mixed,None,No,No,Yes,0.1,559.2,20.8,87.7,6.02,79.9,3.05,10,3,19.7,1,0,1.67,54330.0,1.43,Low
FRM003012,Niger,Sorghum,Wet Season,Sandy,Rainfed,Sprinkler,No,No,no,4.9,942.3,25.4,64.1,6.06,32.1,5.54,7,4,37.3,0,1,3.51,60691.0,1.99,POOR
FRM003013,Taraba,Cowpea,dry season,Sandy,Mixed,Sprinkler,Yes,No,No,1.7,385.9,29.0,40.0,5.52,69.2,3.06,10,3,9.7,1,0,1.83,87618.0,1.86,Below Average
FRM003014,Kebbi,Millet,WET,Clay,Rain-fed,Drip,Yes,No,Yes,,837.4,22.0,60.1,6.84,123.4,2.76,12,8,13.3,0,0,2.87,54018.0,3.88,AVERAGE
FRM003015,Bauchi,Cassava,WET,Sandy,rain-fed,Flood,Yes,Yes,No,2.04,838.7,28.8°C,68.4,5.39,123.2,1.75,15,5,23.5,1,0,1.54,48738.0,3.65,MEDIUM
FRM003016,Jigawa,Wheat,wet season,Loamy,Irrigation,Drip,Yes,No,Yes,0.29,1014.5,25.1,57.5,6.62,28.1,1.46,4,8,11.1,0,1,2.55,66566.0,3.03,Average
FRM003017,Sokoto,Yam,dry season,Sandy,Irrigation,flood,yes,Yes,Yes,1.0,720.8,25.8,51.4,6.6,66.5,5.81,3,3,22.6,1,0,2.49,61503.0,2.84,M
FRM003018,Benue,Soybean,Rainy,Clay,Rain-fed,sprinkler,Yes,Yes,Yes,1.16 acres,954.9,27.8,67.0,6.13,72.6,4.29,10,7,1.0,1,1,1.67,47584.0,3.14,Moderate
FRM003019,Zamfara,Millet,Rainy,Silt,irrigation,Flood,Yes,Yes,Yes,1.92,821.8,26.7,50.4,6.54,41.1,9.84,4,4,11.9,0,1,1.32,51897.0,4.41,Moderate
FRM003020,Kano,Groundnut,Wet Season,Sandy,Irrigation,Drip,No,Yes,Yes,2.05,866.0,21.8,76.1,4.9,143.6,2.99,6,5,11.9,0,1,2.86,61564.0,2.8,AVERAGE
FRM003021,Sokoto,Wheat,Wet Season,Loamy,Mixed,drip,yes,No,Yes,5.91,850.0,20.9,48.9,5.87,72.0 kg/ha,1.24,0,7,14.5,0,0,2.41,56086.0,2.58,AVERAGE
FRM003022,Katsina,Soybean,Rainy,Clay,Irrigated,Drip,Yes,yes,Yes,0.37,1096.5,25.3,65.8,5.01,79.1,5.82,11,5,6.9,0,1,3.1,63232.0,2.93,medium
